,name,type,category,power,accuracy,pp,description,probability%
806,Substitute,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Uses HP to creates a decoy that takes hits.</td>","<td class=""cell-num"">—</td>"
807,Subzero Slammer,Ice,,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">1</td>","<td class=""cell-long-text"">Ice type Z-Move.</td>","<td class=""cell-num"">—</td>"
808,Sucker Punch,Dark,Physical,"<td class=""cell-num"">70</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">User attacks first, but only works if opponent is readying an attack.</td>","<td class=""cell-num"">—</td>"
809,Sunny Day,Fire,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Makes it sunny for 5 turns.</td>","<td class=""cell-num"">—</td>"
810,Sunsteel Strike,Steel,Physical,"<td class=""cell-num"">100</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Ignores the target's ability.</td>","<td class=""cell-num"">—</td>"
811,Super Fang,Normal,Physical,"<td class=""cell-num"">—</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Always takes off half of the opponent's HP.</td>","<td class=""cell-num"">—</td>"
812,Supercell Slam,Electric,Physical,"<td class=""cell-num"">100</td>","<td class=""cell-num"">95</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
813,Superpower,Fighting,Physical,"<td class=""cell-num"">120</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Lowers user's Attack and Defense.</td>","<td class=""cell-num"">100</td>"
814,Supersonic,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">55</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Confuses opponent.</td>","<td class=""cell-num"">—</td>"
815,Supersonic Skystrike,Flying,,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">1</td>","<td class=""cell-long-text"">Flying type Z-Move.</td>","<td class=""cell-num"">—</td>"
816,Surf,Water,Special,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Hits all adjacent Pokémon.</td>","<td class=""cell-num"">—</td>"
817,Surging Strikes,Water,Physical,"<td class=""cell-num"">25</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Always results in a critical hit and ignores stat changes.</td>","<td class=""cell-num"">—</td>"
818,Swagger,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">85</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Confuses opponent, but sharply raises its Attack.</td>","<td class=""cell-num"">—</td>"
819,Swallow,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">The more times the user has performed Stockpile, the more HP is recovered.</td>","<td class=""cell-num"">—</td>"
820,Sweet Kiss,Fairy,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">75</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Confuses opponent.</td>","<td class=""cell-num"">—</td>"
821,Sweet Scent,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Lowers opponent's Evasiveness.</td>","<td class=""cell-num"">—</td>"
822,Swift,Normal,Special,"<td class=""cell-num"">60</td>","<td class=""cell-num num-infinity"" data-sort-value=""101"">∞</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Ignores Accuracy and Evasiveness.</td>","<td class=""cell-num"">—</td>"
823,Switcheroo,Dark,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Swaps held items with the opponent.</td>","<td class=""cell-num"">—</td>"
824,Swords Dance,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Sharply raises user's Attack.</td>","<td class=""cell-num"">—</td>"
825,Synchronoise,Psychic,Special,"<td class=""cell-num"">120</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Hits any Pokémon that shares a type with the user.</td>","<td class=""cell-num"">—</td>"
826,Synthesis,Grass,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">User recovers HP. Amount varies with the weather.</td>","<td class=""cell-num"">—</td>"
827,Syrup Bomb,Grass,Special,"<td class=""cell-num"">60</td>","<td class=""cell-num"">85</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Lowers opponent's Speed each turn for 3 turns.</td>","<td class=""cell-num"">—</td>"
828,Tachyon Cutter,Steel,Special,"<td class=""cell-num"">50</td>","<td class=""cell-num num-infinity"" data-sort-value=""101"">∞</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Guaranteed to hit twice in a row.</td>","<td class=""cell-num"">—</td>"
829,Tackle,Normal,Physical,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">35</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
830,Tail Glow,Bug,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Drastically raises user's Special Attack.</td>","<td class=""cell-num"">—</td>"
831,Tail Slap,Normal,Physical,"<td class=""cell-num"">25</td>","<td class=""cell-num"">85</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Hits 2-5 times in one turn.</td>","<td class=""cell-num"">—</td>"
832,Tail Whip,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">30</td>","<td class=""cell-long-text"">Lowers opponent's Defense.</td>","<td class=""cell-num"">—</td>"
833,Tailwind,Flying,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Doubles Speed for 4 turns.</td>","<td class=""cell-num"">—</td>"
834,Take Down,Normal,Physical,"<td class=""cell-num"">90</td>","<td class=""cell-num"">85</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">User receives recoil damage.</td>","<td class=""cell-num"">—</td>"
835,Take Heart,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Heals user's status conditions and raises its stats.</td>","<td class=""cell-num"">—</td>"
836,Tar Shot,Rock,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Lowers the opponent's Speed and makes them weaker to Fire-type moves.</td>","<td class=""cell-num"">100</td>"
837,Taunt,Dark,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Opponent can only use moves that attack.</td>","<td class=""cell-num"">—</td>"
838,Tearful Look,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.</td>","<td class=""cell-num"">100</td>"
839,Teatime,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Forces all Pokémon on the field to eat their berries.</td>","<td class=""cell-num"">—</td>"
840,Techno Blast,Normal,Special,"<td class=""cell-num"">120</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Type depends on the Drive being held.</td>","<td class=""cell-num"">—</td>"
841,Tectonic Rage,Ground,,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">1</td>","<td class=""cell-long-text"">Ground type Z-Move.</td>","<td class=""cell-num"">—</td>"
842,Teeter Dance,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Confuses all Pokémon.</td>","<td class=""cell-num"">—</td>"
843,Telekinesis,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Ignores opponent's Evasiveness for three turns, add Ground immunity.</td>","<td class=""cell-num"">—</td>"
844,Teleport,Psychic,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Allows user to flee wild battles; also warps player to last PokéCenter.</td>","<td class=""cell-num"">—</td>"
845,Temper Flare,Fire,Physical,"<td class=""cell-num"">75</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
846,Tera Blast,Normal,Special,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Changes type when the user has Terastallized.</td>","<td class=""cell-num"">—</td>"
847,Tera Starstorm,Normal,Special,"<td class=""cell-num"">120</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text""></td>","<td class=""cell-num"">—</td>"
848,Terrain Pulse,Normal,Special,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Type and power change depending on the Terrain in effect.</td>","<td class=""cell-num"">—</td>"
849,Thief,Dark,Physical,"<td class=""cell-num"">60</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">25</td>","<td class=""cell-long-text"">Also steals opponent's held item.</td>","<td class=""cell-num"">—</td>"
850,Thousand Arrows,Ground,Physical,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Makes Flying-type Pokémon vulnerable to Ground moves.</td>","<td class=""cell-num"">—</td>"
851,Thousand Waves,Ground,Physical,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Opponent cannot flee or switch.</td>","<td class=""cell-num"">—</td>"
852,Thrash,Normal,Physical,"<td class=""cell-num"">120</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">User attacks for 2-3 turns but then becomes confused.</td>","<td class=""cell-num"">—</td>"
853,Throat Chop,Dark,Physical,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Prevents use of sound moves for two turns.</td>","<td class=""cell-num"">100</td>"
854,Thunder,Electric,Special,"<td class=""cell-num"">110</td>","<td class=""cell-num"">70</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">May paralyze opponent.</td>","<td class=""cell-num"">30</td>"
855,Thunder Cage,Electric,Special,"<td class=""cell-num"">80</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Deals damage and traps opponent, damaging them for 4-5 turns.</td>","<td class=""cell-num"">—</td>"
856,Thunder Fang,Electric,Physical,"<td class=""cell-num"">65</td>","<td class=""cell-num"">95</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">May cause flinching and/or paralyze opponent.</td>","<td class=""cell-num"">10</td>"
857,Thunder Punch,Electric,Physical,"<td class=""cell-num"">75</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">May paralyze opponent.</td>","<td class=""cell-num"">10</td>"
858,Thunder Shock,Electric,Special,"<td class=""cell-num"">40</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">30</td>","<td class=""cell-long-text"">May paralyze opponent.</td>","<td class=""cell-num"">10</td>"
859,Thunder Wave,Electric,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Paralyzes opponent.</td>","<td class=""cell-num"">—</td>"
860,Thunderbolt,Electric,Special,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">May paralyze opponent.</td>","<td class=""cell-num"">10</td>"
861,Thunderclap,Electric,Special,"<td class=""cell-num"">70</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">5</td>","<td class=""cell-long-text"">Strikes before a target's move.</td>","<td class=""cell-num"">—</td>"
862,Thunderous Kick,Fighting,Physical,"<td class=""cell-num"">90</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Lowers opponent's Defense.</td>","<td class=""cell-num"">100</td>"
863,Tickle,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Lowers opponent's Attack and Defense.</td>","<td class=""cell-num"">—</td>"
864,Tidy Up,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Removes the effects of entry hazards and Substitute, and boosts user’s Attack and Speed.</td>","<td class=""cell-num"">—</td>"
865,Topsy-Turvy,Dark,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Reverses stat changes of opponent.</td>","<td class=""cell-num"">—</td>"
866,Torch Song,Fire,Special,"<td class=""cell-num"">80</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Raises user's Special Attack.</td>","<td class=""cell-num"">—</td>"
867,Torment,Dark,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">15</td>","<td class=""cell-long-text"">Opponent cannot use the same move in a row.</td>","<td class=""cell-num"">—</td>"
868,Toxic,Poison,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">90</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">Badly poisons opponent.</td>","<td class=""cell-num"">—</td>"
869,Toxic Spikes,Poison,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Poisons opponents switching into battle.</td>","<td class=""cell-num"">—</td>"
870,Toxic Thread,Poison,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Poisons opponent and lowers its Speed.</td>","<td class=""cell-num"">100</td>"
871,Trailblaze,Grass,Physical,"<td class=""cell-num"">50</td>","<td class=""cell-num"">100</td>","<td class=""cell-num"">20</td>","<td class=""cell-long-text"">Raises user's Speed.</td>","<td class=""cell-num"">—</td>"
872,Transform,Normal,Status,"<td class=""cell-num"">—</td>","<td class=""cell-num"">—</td>","<td class=""cell-num"">10</td>","<td class=""cell-long-text"">User takes on the form and attacks of the opponent.</td>","<td class=""cell-num"">—</td>"
